"truck_events_text_partition.driverid","truck_events_text_partition.truckid","truck_events_text_partition.eventtime","truck_events_text_partition.eventtype","truck_events_text_partition.longitude","truck_events_text_partition.latitude","truck_events_text_partition.eventkey","truck_events_text_partition.correlationid","truck_events_text_partition.drivername","truck_events_text_partition.routeid","truck_events_text_partition.routename","truck_events_text_partition.date"
"16","43","2014-10-18 18:23:35.026","Normal","-90.24","38.0","16|43|9223370623172960781","-8517864877860548739","Tom McCuch","1961634315","Saint Louis to Memphis","2014-10-19-01"
"11","19","2014-10-18 18:23:35.136","Normal","-88.77","40.76","11|19|9223370623172960671","-8517864877860548739","Jamie Engesser","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"25","44","2014-10-18 18:23:35.266","Normal","-90.37","39.71","25|44|9223370623172960541","-8517864877860548739","Jean-Philippe Player","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"29","102","2014-10-18 18:23:35.703","Normal","-97.14","36.41","29|102|9223370623172960104","-8517864877860548739","Teddy Choi","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"13","65","2014-10-18 18:23:35.796","Normal","-91.59","41.7","13|65|9223370623172960011","-8517864877860548739","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"20","17","2014-10-18 18:23:35.916","Normal","-90.82","41.66","20|17|9223370623172959891","-8517864877860548739","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"14","72","2014-10-18 18:23:36.036","Normal","-94.46","37.16","14|72|9223370623172959771","-8517864877860548739","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-19-01"
"23","79","2014-10-18 18:23:36.269","Normal","-91.47","41.74","23|79|9223370623172959538","-8517864877860548739","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"22","26","2014-10-18 18:23:36.306","Normal","-94.38","38.99","22|26|9223370623172959501","-8517864877860548739","Nadeem Asghar","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"21","110","2014-10-18 18:23:36.618","Normal","-90.68","35.12","21|110|9223370623172959189","-8517864877860548739","Jeff Markham","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"13","65","2014-10-18 18:23:36.636","Normal","-91.24","41.67","13|65|9223370623172959171","-8517864877860548739","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"14","72","2014-10-18 18:23:36.806","Normal","-94.31","37.31","14|72|9223370623172959001","-8517864877860548739","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-19-01"
"17","18","2014-10-18 18:23:36.967","Normal","-93.65","39.0","17|18|9223370623172958840","-8517864877860548739","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"23","79","2014-10-18 18:23:37.075","Normal","-91.63","41.72","23|79|9223370623172958732","-8517864877860548739","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"28","22","2014-10-18 18:23:37.107","Normal","-89.96","39.74","28|22|9223370623172958700","-8517864877860548739","Olivier Renault","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"10","12","2014-10-18 18:23:37.296","Normal","-91.69","37.99","10|12|9223370623172958511","-8517864877860548739","George Vetticaden","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"14","72","2014-10-18 18:23:37.576","Normal","-94.3","37.66","14|72|9223370623172958231","-8517864877860548739","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-19-01"
"11","19","2014-10-18 18:23:37.646","Normal","-89.74","39.1","11|19|9223370623172958161","-8517864877860548739","Jamie Engesser","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"22","26","2014-10-18 18:23:37.926","Normal","-94.35","38.33","22|26|9223370623172957881","-8517864877860548739","Nadeem Asghar","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"24","20","2014-10-18 18:23:38.136","Normal","-91.59","41.7","24|20|9223370623172957671","-8517864877860548739","Don Hilborn","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"27","37","2014-10-18 18:23:38.156","Normal","-94.44","39.1","27|37|9223370623172957651","-8517864877860548739","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"30","33","2014-10-18 18:23:38.372","Normal","-92.19","41.74","30|33|9223370623172957435","-8517864877860548739","Dan Rice","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"21","110","2014-10-18 18:23:38.469","Normal","-90.04","35.19","21|110|9223370623172957338","-8517864877860548739","Jeff Markham","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"17","18","2014-10-18 18:23:38.516","Normal","-93.2","38.98","17|18|9223370623172957291","-8517864877860548739","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"22","26","2014-10-18 18:23:38.876","Normal","-94.37","38.0","22|26|9223370623172956931","-8517864877860548739","Nadeem Asghar","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"27","37","2014-10-18 18:23:38.966","Normal","-94.31","39.04","27|37|9223370623172956841","-8517864877860548739","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"24","20","2014-10-18 18:23:39.006","Normal","-91.24","41.67","24|20|9223370623172956801","-8517864877860548739","Don Hilborn","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"29","102","2014-10-18 18:23:39.136","Normal","-96.21","36.19","29|102|9223370623172956671","-8517864877860548739","Teddy Choi","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"30","33","2014-10-18 18:23:39.326","Normal","-91.94","41.71","30|33|9223370623172956481","-8517864877860548739","Dan Rice","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"26","48","2014-10-18 18:23:39.386","Normal","-90.18","38.64","26|48|9223370623172956421","-8517864877860548739","Michael Aube","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"23","79","2014-10-18 18:23:39.576","Normal","-91.63","41.72","23|79|9223370623172956231","-8517864877860548739","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"28","22","2014-10-18 18:23:39.736","Normal","-90.24","39.72","28|22|9223370623172956071","-8517864877860548739","Olivier Renault","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"16","43","2014-10-18 18:23:40.056","Normal","-89.8","35.94","16|43|9223370623172955751","-8517864877860548739","Tom McCuch","1961634315","Saint Louis to Memphis","2014-10-19-01"
"19","97","2014-10-18 18:23:40.217","Normal","-94.88","35.47","19|97|9223370623172955590","-8517864877860548739","Ajay Singh","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"25","44","2014-10-18 18:23:40.296","Normal","-91.36","39.76","25|44|9223370623172955511","-8517864877860548739","Jean-Philippe Player","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"31","98","2014-10-18 18:23:40.357","Normal","-95.15","35.51","31|98|9223370623172955450","-8517864877860548739","Rommel Garcia","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"23","79","2014-10-18 18:23:40.473","Normal","-91.47","41.74","23|79|9223370623172955334","-8517864877860548739","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"15","85","2014-10-18 18:23:40.745","Normal","-91.32","41.71","15|85|9223370623172955062","-8517864877860548739","Rohit Bakshi","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"16","43","2014-10-18 18:23:40.868","Normal","-90.07","35.68","16|43|9223370623172954939","-8517864877860548739","Tom McCuch","1961634315","Saint Louis to Memphis","2014-10-19-01"
"26","48","2014-10-18 18:23:41.115","Normal","-90.53","38.51","26|48|9223370623172954692","-8517864877860548739","Michael Aube","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"14","72","2014-10-18 18:23:41.147","Normal","-94.38","38.99","14|72|9223370623172954660","-8517864877860548739","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-19-01"
"31","98","2014-10-18 18:23:41.276","Normal","-95.3","35.64","31|98|9223370623172954531","-8517864877860548739","Rommel Garcia","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"23","79","2014-10-18 18:23:41.355","Normal","-91.32","41.71","23|79|9223370623172954452","-8517864877860548739","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"17","18","2014-10-18 18:23:41.876","Normal","-92.53","38.98","17|18|9223370623172953931","-8517864877860548739","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"30","33","2014-10-18 18:23:41.867","Normal","-90.82","41.66","30|33|9223370623172953940","-8517864877860548739","Dan Rice","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"21","110","2014-10-18 18:23:41.976","Normal","-90.94","35.03","21|110|9223370623172953831","-8517864877860548739","Jeff Markham","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"20","17","2014-10-18 18:23:42.106","Normal","-88.96","42.25","20|17|9223370623172953701","-8517864877860548739","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"12","86","2014-10-18 18:23:42.416","Normal","-91.14","34.96","12|86|9223370623172953391","-8517864877860548739","Paul Codding","371182829","Memphis to Little Rock","2014-10-19-01"
"15","85","2014-10-18 18:23:42.606","Normal","-90.7","41.62","15|85|9223370623172953201","-8517864877860548739","Rohit Bakshi","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"16","43","2014-10-18 18:23:42.686","Normal","-90.07","35.1","16|43|9223370623172953121","-8517864877860548739","Tom McCuch","1961634315","Saint Louis to Memphis","2014-10-19-01"
"31","98","2014-10-18 18:23:42.906","Normal","-95.56","35.97","31|98|9223370623172952901","-8517864877860548739","Rommel Garcia","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"21","110","2014-10-18 18:23:42.909","Normal","-91.14","34.96","21|110|9223370623172952898","-8517864877860548739","Jeff Markham","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"20","17","2014-10-18 18:23:43.066","Normal","-88.64","42.21","20|17|9223370623172952741","-8517864877860548739","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"12","86","2014-10-18 18:23:43.275","Normal","-90.94","35.03","12|86|9223370623172952532","-8517864877860548739","Paul Codding","371182829","Memphis to Little Rock","2014-10-19-01"
"27","37","2014-10-18 18:23:43.556","Normal","-93.45","38.99","27|37|9223370623172952251","-8517864877860548739","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"15","85","2014-10-18 18:23:43.568","Normal","-90.44","41.54","15|85|9223370623172952239","-8517864877860548739","Rohit Bakshi","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"21","110","2014-10-18 18:23:43.776","Normal","-91.38","34.83","21|110|9223370623172952031","-8517864877860548739","Jeff Markham","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"13","65","2014-10-18 18:23:43.846","Normal","-88.96","42.25","13|65|9223370623172951961","-8517864877860548739","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"20","17","2014-10-18 18:23:44.02","Normal","-88.41","42.11","20|17|9223370623172951787","-8517864877860548739","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"18","107","2014-10-18 18:23:44.256","Normal","-92.07","39.71","18|107|9223370623172951551","-8517864877860548739","Grant Liu","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"27","37","2014-10-18 18:23:44.378","Normal","-93.2","38.98","27|37|9223370623172951429","-8517864877860548739","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"26","48","2014-10-18 18:23:44.455","Normal","-91.18","38.22","26|48|9223370623172951352","-8517864877860548739","Michael Aube","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"25","44","2014-10-18 18:23:44.796","Normal","-92.42","39.76","25|44|9223370623172951011","-8517864877860548739","Jean-Philippe Player","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"20","17","2014-10-18 18:23:45.006","Normal","-88.02","42.04","20|17|9223370623172950801","-8517864877860548739","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"11","19","2014-10-18 18:23:45.205","Normal","-90.21","38.65","11|19|9223370623172950602","-8517864877860548739","Jamie Engesser","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"10","12","2014-10-18 18:23:45.255","Normal","-93.14","37.26","10|12|9223370623172950552","-8517864877860548739","George Vetticaden","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"32","101","2014-10-18 18:23:45.366","Normal","-92.74","41.75","32|101|9223370623172950441","-8517864877860548739","Ryan Templeton","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"21","110","2014-10-18 18:23:45.576","Normal","-91.93","34.81","21|110|9223370623172950231","-8517864877860548739","Jeff Markham","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"24","20","2014-10-18 18:23:45.716","Normal","-88.96","42.25","24|20|9223370623172950091","-8517864877860548739","Don Hilborn","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"22","26","2014-10-18 18:23:45.745","Normal","-94.3","37.66","22|26|9223370623172950062","-8517864877860548739","Nadeem Asghar","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"14","72","2014-10-18 18:23:45.946","Normal","-94.35","38.33","14|72|9223370623172949861","-8517864877860548739","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-19-01"
"11","19","2014-10-18 18:23:46.149","Normal","-90.41","38.75","11|19|9223370623172949658","-8517864877860548739","Jamie Engesser","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"16","43","2014-10-18 18:23:46.325","Normal","-89.8","35.94","16|43|9223370623172949482","-8517864877860548739","Tom McCuch","1961634315","Saint Louis to Memphis","2014-10-19-01"
"22","26","2014-10-18 18:23:46.546","Normal","-94.37","38.0","22|26|9223370623172949261","-8517864877860548739","Nadeem Asghar","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"23","79","2014-10-18 18:23:46.55","Normal","-89.52","40.7","23|79|9223370623172949257","-8517864877860548739","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"32","101","2014-10-18 18:23:47.006","Normal","-93.36","41.69","32|101|9223370623172948801","-8517864877860548739","Ryan Templeton","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"11","19","2014-10-18 18:23:47.056","Normal","-90.55","38.81","11|19|9223370623172948751","-8517864877860548739","Jamie Engesser","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"16","43","2014-10-18 18:23:47.118","Normal","-89.65","36.37","16|43|9223370623172948689","-8517864877860548739","Tom McCuch","1961634315","Saint Louis to Memphis","2014-10-19-01"
"13","65","2014-10-18 18:23:47.176","Normal","-87.66","41.89","13|65|9223370623172948631","-8517864877860548739","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"30","33","2014-10-18 18:23:47.349","Normal","-89.03","41.92","30|33|9223370623172948458","-8517864877860548739","Dan Rice","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"22","26","2014-10-18 18:23:47.418","Normal","-94.35","38.33","22|26|9223370623172948389","-8517864877860548739","Nadeem Asghar","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"15","85","2014-10-18 18:23:47.785","Normal","-89.91","40.86","15|85|9223370623172948022","-8517864877860548739","Rohit Bakshi","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"27","37","2014-10-18 18:23:47.886","Normal","-92.53","38.98","27|37|9223370623172947921","-8517864877860548739","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"32","101","2014-10-18 18:23:47.917","Normal","-93.58","41.62","32|101|9223370623172947890","-8517864877860548739","Ryan Templeton","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"13","65","2014-10-18 18:23:48.026","Normal","-87.66","41.89","13|65|9223370623172947781","-8517864877860548739","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"20","17","2014-10-18 18:23:48.356","Normal","-88.41","42.11","20|17|9223370623172947451","-8517864877860548739","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"10","12","2014-10-18 18:23:48.406","Lane Departure","-94.23","37.09","10|12|9223370623172947401","-8517864877860548739","George Vetticaden","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"18","107","2014-10-18 18:23:48.736","Normal","-92.94","39.77","18|107|9223370623172947071","-8517864877860548739","Grant Liu","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"29","102","2014-10-18 18:23:48.907","Normal","-93.61","35.51","29|102|9223370623172946900","-8517864877860548739","Teddy Choi","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
